make,model,year,mileage,city,color,trans,price
Toyota,Avalon,2019,400,Riyadh,Blue,Automatic,157000
Lexus,Is350,2018,18000,Jeddah,Golden,Automatic,157000
Lexus,Ls460,2015,80000,Jeddah,White,Automatic,157000
Lexus,Rx350,2016,95000,Jeddah,Black,Automatic,156000
Toyota,Land Cruiser,2017,446,Dammam,White,Manual,156000
Lexus,Es300,2019,9600,Jeddah,Red,Automatic,156000
Lexus,Gs350,2017,91000,Jeddah,Golden,Automatic,155000
Land Rover,Range Rover Sport Hse,2014,114000,Riyadh,Beige,Automatic,155000
Lexus,Ls460,2013,50000,Jeddah,Golden,Automatic,155000
Gmc,Yukon,2018,18784,Jeddah,Black,Automatic,155000
Nissan,Patrol,2018,43075,Riyadh,White,Automatic,155000
Lexus,Es,2017,30292,Riyadh,White,Automatic,155000
Toyota,Cressida,2020,202126,Al Madinah,White,Manual,155000
Lexus,Rx450H,2016,37000,Riyadh,Grey,Automatic,155000
Lexus,Rc350,2017,58000,Jeddah,Beige,Automatic,155000
Lexus,Gs,2016,92901,Jeddah,White,Automatic,155000
Chevrolet,Tahoe,2017,138907,Riyadh,White,Automatic,155000
Cadillac,Ct6,2017,19000,Riyadh,Black,Automatic,155000
Lexus,Gs200,2016,95000,Jeddah,White,Automatic,155000
Lexus,Ls460,2013,163000,Riyadh,White,Automatic,155000
Lexus,Rc,2015,60575,Riyadh,Grey,Automatic,155000
Chevrolet,Tahoe,2017,132000,Riyadh,White,Automatic,155000
Toyota,Sequoia,2016,29490,Riyadh,White,Automatic,155000
Lexus,Ls460,2013,97000,Jeddah,Grey,Automatic,155000
Gmc,Yukon,2016,106000,Jeddah,Black,Automatic,155000
Lexus,Rx350,2016,100000,Jeddah,Black,Automatic,155000
Lexus,Gs,2017,92843,Jeddah,Gold,Automatic,155000
Lexus,Rx450,2016,37000,Jeddah,Golden,Automatic,155000
Chevrolet,Suburban,2015,25000,Riyadh,Silver,Automatic,155000
Volkswagen,Tiguan R-Line,2019,3466,Sharqiya,Grey,Automatic,155000
Lexus,Rc350,2015,69000,Riyadh,Gray,Automatic,155000
Toyota,Sequoia,2016,22000,Riyadh,White,Automatic,155000
Cadillac,Cts,2018,4425,Riyadh,Black,Automatic,155000
Land Rover,Discovery Sport,2015,4500,Jeddah,Silver,Automatic,155000
Lexus,Rx350,2017,90000,Jeddah,White,Automatic,155000
Toyota,Land Cruiser,2015,68000,Riyadh,Gray,Automatic,155000
Lexus,Rx,2016,34870,Jeddah,Gold,Automatic,155000
Lexus,Rx350,2016,40000,Riyadh,White,Automatic,155000
Gmc,Yukon,2016,71808,Jeddah,Black,Automatic,155000
Toyota,Sequoia Sr5,2016,17000,Riyadh,White,Automatic,155000
Gmc,Yukon Xl,2016,15000,Jeddah,Grey,Automatic,155000
Nissan,Patrol,2018,47000,Riyadh,White,Automatic,155000
Gmc,Yukon,2018,18000,Jeddah,Black,Automatic,155000
Land Rover,Range Rover Sport Hse,2014,130000,Riyadh,Gold,Automatic,155000
Chevrolet,Tahoe Ltz,2015,40000,Riyadh,White,Automatic,155000
Cadillac,Escalade Premium,2015,100000,Riyadh,Gold,Automatic,155000
Ford,Mustang,2019,7000,Riyadh,White,Automatic,155000
Lexus,Ls,2013,51802,Jeddah,Gold,Automatic,155000
Lexus,Rx350,2019,27000,Sharqiya,Grey,Automatic,155000
Toyota,Sequoia,2016,10000,Riyadh,Silver,Automatic,155000
Toyota,Land Cruiser,2015,61979,Riyadh,Grey,Automatic,155000
Gmc,Yukon,2016,111119,Jeddah,Black,Automatic,155000
Chevrolet,Tahoe,2018,16000,Jeddah,Silver,Automatic,154000
Toyota,Land Cruiser,2015,90516,Riyadh,Black,Automatic,154000
Chevrolet,Tahoe,2018,15530,Jeddah,Silver,Automatic,154000
Lexus,Gs350,2016,65000,Jeddah,Black,Automatic,153000
Gmc,Yukon,2018,32000,Jeddah,Silver,Automatic,153000
Gmc,Yukon,2018,37177,Jeddah,Silver,Automatic,153000
Lexus,Gs,2016,68908,Jeddah,Black,Automatic,153000
Nissan,Patrol Platinum,2016,87000,Riyadh,Grey,Automatic,152000
Volkswagen,Arteon,2019,1200,Jeddah,Silver,Automatic,152000
Jeep,Wrangler,2020,1800,Jeddah,Yellow,Automatic,152000
Toyota,Prado Tx-L,2019,300,Jeddah,Black,Automatic,151000
Toyota,Land Cruiser,2014,106673,Jeddah,White,Automatic,150000
Lexus,Es350,2018,100000,Jeddah,White,Automatic,150000
Jaguar,Xf S,2016,22000,Jeddah,Red,Automatic,150000
Nissan,Patrol,2020,3761,Mecca,White,Manual,150000
Mini,Cooper,2019,3000,Riyadh,Brown,Automatic,150000
Dodge,Charger,2019,2740,Jeddah,Black,Automatic,150000
Toyota,Land Cruiser,2015,52534,Riyadh,White,Automatic,150000
Chevrolet,Tahoe,2017,92000,Riyadh,Dark Gray,Automatic,150000
Mazda,Cx9,2019,15000,Riyadh,Silver,Automatic,150000
Nissan,Patrol,2016,425139,Riyadh,Brown,Automatic,150000
Lexus,Gx460,2014,17500,Dammam,Gold,Automatic,150000
Cadillac,Xt5 Platinum,2017,90000,Riyadh,Silver,Automatic,150000
Toyota,Land Cruiser,2014,115000,Jeddah,White,Automatic,150000
Toyota,Heise,2020,305443,Jeddah,Beige,Manual,150000
Toyota,Prado,2020,298897,Jeddah,Maroon,Manual,150000
Nissan,Patrol Super Safari,2017,16000,Jeddah,Black,Automatic,150000
Dodge,Charger Gt,2019,2700,Riyadh,White,Automatic,150000
Jeep,Wrangler Sahara,2019,10000,Riyadh,Blue,Automatic,150000
Nissan,Patrol,2016,2242,Dammam,White,Automatic,150000
Mini,Country Man,2019,12250,Dammam,Black,Automatic,149950
Ford,Explorer,2019,112,Jeddah,Black,Automatic,149900
Ford,Explorer,2019,200,Jeddah,Black,Automatic,149900
Lexus,Ls460,2016,67000,Jeddah,White,Automatic,149500
Chevrolet,Tahoe Ls,2019,3000,Dammam,White,Automatic,149500
Chevrolet,Tahoe,2017,49351,Jeddah,White,Automatic,149000
Cadillac,Escalade,2016,116000,Jeddah,Gold,Automatic,149000
Chevrolet,Tahoe,2017,48000,Jeddah,White,Automatic,149000
Jeep,Grand Cherokee Limited,2019,7300,Riyadh,Beige,Automatic,149000
Hyundai,Genesis,2017,68260,Riyadh,Black,Automatic,149000
Lexus,Gs350,2016,66000,Riyadh,Gray,Automatic,149000
Chevrolet,Tahoe,2016,92000,Jeddah,Black,Automatic,149000
Lexus,Gs,2016,67993,Riyadh,Grey,Automatic,149000
Toyota,Camry,2020,144124,Mecca,White,Manual,149000
Chevrolet,Tahoe,2016,93875,Jeddah,Black,Automatic,149000
Ford,Expedition Xlt,2018,24000,Riyadh,White,Automatic,149000
Nissan,Patrol,2017,25000,Riyadh,Silver,Automatic,148500
Nissan,Patrol,2017,26727,Riyadh,Silver,Automatic,148500
Toyota,Land Cruiser,2015,1500,Riyadh,White,Automatic,148000
Lexus,Es,2017,53927,Jeddah,Black,Automatic,148000
Lexus,Gx460,2016,122000,Riyadh,White,Automatic,148000
Toyota,Land Cruiser Vxr,2015,122000,Riyadh,Grey,Automatic,148000
Lexus,Ls460,2013,81000,Jeddah,Black,Automatic,148000
Lexus,Es350,2017,52000,Jeddah,Black,Automatic,148000
Chevrolet,Tahoe Ltz,2017,77000,Sharqiya,Black,Automatic,148000
Toyota,Land Cruiser,2014,54160,Riyadh,White,Automatic,148000
Lexus,Gx460,2016,122000,Jeddah,White,Automatic,148000
Lexus,Es350,2018,60000,Jeddah,Dark Blue,Automatic,148000
Mazda,Cx9,2020,20000,Dammam,White,Automatic,148000
Lexus,Gs,2016,120469,Jeddah,White,Automatic,148000
Chevrolet,Yukon,2020,138883,Ar Rass,Silver,Automatic,148000
Lexus,Es,2018,67950,Jeddah,Blue,Automatic,148000
Lexus,Ls460,2015,129000,Jeddah,White,Automatic,148000
Gmc,Yukon,2016,113000,Jeddah,White,Automatic,148000
Jaguar,Xf,2016,39976,Sharqiya,Grey,Automatic,147850
Gmc,Yukon,2018,77000,Jeddah,Silver,Automatic,147000
Lexus,Lx570,2013,414000,Jeddah,White,Automatic,147000
Chevrolet,Traverse,2019,22754,Jeddah,White,Automatic,147000
Lexus,Es350,2017,86000,Jeddah,Golden,Automatic,147000
Chevrolet,Tahoe,2018,17940,Riyadh,Grey,Automatic,147000
Chevrolet,Tahoe,2018,10000,Riyadh,Gray,Automatic,147000
Gmc,Yukon,2018,77997,Jeddah,Silver,Automatic,147000
Lexus,Es,2017,88413,Jeddah,Gold,Automatic,147000
Lexus,Gs,2016,63583,Jeddah,White,Automatic,147000
Land Rover,Discovery,2019,6321,Dammam,White,Automatic,146580
Chevrolet,Tahoe,2017,44000,Riyadh,Black,Automatic,146000
Chevrolet,Tahoe,2017,43000,Riyadh,Black,Automatic,146000
Infiniti,Qx70,2019,11000,Jeddah,White,Automatic,146000
Mazda,Cx9,2020,1000,Jeddah,Brown,Automatic,146000
Toyota,Land Cruiser Gxr,2013,79000,Jeddah,Blue,Automatic,146000
Chevrolet,Tahoe,2017,47579,Riyadh,Black,Automatic,146000
Chevrolet,Tahoe Ls,2018,8000,Riyadh,White,Automatic,145000
Cadillac,Escalade Platinum,2015,116000,Jeddah,Blue,Automatic,145000
Nissan,Patrol,2017,21724,Jeddah,Brown,Automatic,145000
Ford,Mustang,2016,463,Riyadh,Blue,Automatic,145000
Lexus,Gs350,2015,49000,Riyadh,White,Automatic,145000
Cadillac,Escalade Premium,2015,125000,Jeddah,Purple,Automatic,145000
Ford,F 150 King Ranch,2016,48000,Riyadh,Red,Automatic,145000
Chevrolet,Tahoe,2017,121000,Riyadh,Black,Automatic,145000
Lexus,Ls,2011,41504,Jeddah,Grey,Automatic,145000
Toyota,Land Cruiser Gxr,2017,35000,Riyadh,White,Automatic,145000
Chevrolet,Tahoe,2017,120949,Riyadh,Black,Automatic,145000
Lexus,Ls460L,2014,94000,Sharqiya,Maroon,Automatic,145000
Mazda,Cx9,2020,7544,Jeddah,Brown,Automatic,145000
Lexus,Gs350,2016,63000,Jeddah,White,Automatic,145000
Gmc,Yukon,2017,42000,Riyadh,Gold,Automatic,145000
Jeep,Wrangler,2018,35000,Riyadh,White,Automatic,145000
Toyota,Land Cruiser,2013,136991,Dammam,White,Automatic,145000
Lexus,Gs350,2014,61000,Jeddah,Grey,Automatic,145000
Nissan,Patrol,2019,10969,Riyadh,Black,Automatic,145000
Toyota,Landcruiser Pick Up,2017,43023,Dammam,White,Manual,145000
Lexus,Gs,2016,63278,Jeddah,White,Automatic,145000
Nissan,Patrol Se2,2016,38000,Riyadh,Black,Automatic,145000
Cadillac,Escalade,2015,120035,Jeddah,Silver,Automatic,145000
Lexus,Lx,2012,197506,Riyadh,White,Automatic,145000
Jaguar,F-Type,2016,127000,Jeddah,White,Automatic,145000
Cadillac,Escalade,2015,126000,Jeddah,Silver,Automatic,145000
Lexus,Gs,2015,42854,Riyadh,White,Automatic,145000
Chevrolet,Tahoe,2018,16264,Jeddah,Black,Automatic,145000
Mazda,Cx9,2020,6000,Jeddah,Silver,Automatic,145000
Jeep,Wrangler Sport,2019,10570,Riyadh,Brown,Automatic,145000
Mazda,Cx9,2020,8000,Jeddah,Brown,Automatic,145000
Lexus,Gx460,2016,126000,Riyadh,White,Automatic,145000
Jeep,Grand Cherokee Summit,2018,1000,Riyadh,Grey,Automatic,145000
Chevrolet,Tahoe,2017,13696,Dammam,Silver,Automatic,145000
Lexus,Ls460,2011,49000,Jeddah,Gray,Automatic,145000
Nissan,Patrol,2019,15000,Riyadh,Black,Automatic,145000
Nissan,Patrol,2017,19000,Riyadh,Maroon,Automatic,145000
Nissan,Patrol,2017,15654,Riyadh,Brown,Automatic,145000
Mercury,Grand Marquis,2020,76746,Samtah,Green,Automatic,145000
Jeep,Wrangler Sahara,2020,2000,Riyadh,Yellow,Automatic,145000
Volkswagen,Golf R,2016,13000,Jeddah,White,Automatic,145000
Chevrolet,Tahoe,2018,24304,Jeddah,Black,Automatic,145000
Dodge,Charger,2016,66000,Jeddah,Blue,Automatic,145000
Cadillac,Escalade Premium,2013,9000,Riyadh,White,Automatic,145000
Lexus,Lx,2011,160639,Dammam,White,Automatic,145000
Toyota,Land Cruiser,2015,121543,Riyadh,White,Automatic,145000
Cadillac,Escalade Premium,2016,60600,Riyadh,Silver,Automatic,145000
Nissan,Z 370,2020,1600,Jeddah,Brown,Automatic,145000
Jeep,Wrangler,2020,610,Jeddah,Silver,Automatic,145000
Honda,Accord,2017,46000,Riyadh,Maroon,Automatic,144000
Chevrolet,Tahoe,2017,46000,Riyadh,Black,Automatic,144000
Gmc,Sierra 1500,2015,36689,Riyadh,White,Automatic,144000
Infiniti,Q70,2019,3100,Riyadh,Grey,Automatic,144000
Gmc,Yukon,2016,3595,Jeddah,Black,Automatic,143000
Gmc,Yukon,2017,52000,Riyadh,Blue,Automatic,143000
Gmc,Yukon,2017,54777,Riyadh,Blue,Automatic,143000
Infiniti,Qx80,2016,79000,Jeddah,Dark Blue,Automatic,142000
Infiniti,Qx70,2019,12550,Dammam,Black,Automatic,142000
Nissan,Patrol,2014,100120,Jeddah,Grey,Automatic,142000
Infiniti,Qx80,2016,74464,Jeddah,Blue,Automatic,142000
Chevrolet,Tahoe Lt,2018,100000,Sharqiya,Blue,Automatic,142000
Lexus,Ls460,2013,167000,Jeddah,Black,Automatic,142000
Nissan,Patrol,2014,109000,Jeddah,Gray,Automatic,142000
Toyota,Land Cruiser,2013,97118,Dammam,White,Automatic,142000
Lexus,Ls,2013,160487,Jeddah,Black,Automatic,142000
Jaguar,Xe,2018,37982,Riyadh,White,Automatic,141335
Lexus,Gs350,2016,60000,Jeddah,White,Automatic,141000
Toyota,Land Cruiser,2014,105432,Dammam,White,Automatic,141000
Toyota,Prado,2019,6481,Jeddah,White,Automatic,140700
Infiniti,Qx80,2016,106000,Riyadh,Black,Automatic,140000
Chevrolet,Tahoe,2015,127000,Jeddah,White,Automatic,140000
Lexus,Es,2017,63407,Jeddah,White,Automatic,140000
Lexus,Es,2017,83777,Jeddah,Gold,Automatic,140000
Nissan,Z 370,2019,5000,Jeddah,White,Manual,140000
Ford,Crown Victoria,2020,16807,Al Riyadh,Blue,Automatic,140000
Nissan,Patrol,2019,9541,Jeddah,Black,Automatic,140000
Toyota,Land Cruiser,2015,190000,Riyadh,White,Automatic,140000
Mazda,Cx9,2019,22982,Jeddah,Grey,Automatic,140000
Jeep,Grand Cherokee Limited,2019,5000,Jeddah,Grey,Automatic,140000
Lexus,Ls460,2013,145000,Jeddah,Dark Brown,Automatic,140000
Lexus,Es350,2017,83000,Jeddah,Golden,Automatic,140000
Toyota,Land Cruiser,2014,167000,Jeddah,White,Automatic,140000
Lexus,Es350,2017,68000,Jeddah,White,Automatic,140000
Cadillac,Cts,2019,600,Jeddah,Grey,Automatic,140000
Land Rover,Sport,2013,44528,Riyadh,Brown,Automatic,140000
Lexus,Ls460,2012,16000,Jeddah,Black,Automatic,140000
Toyota,Fortuner,2019,12000,Jeddah,Silver,Automatic,140000
Toyota,Camry,2020,4172,Jazan,Grey,Automatic,140000
Chevrolet,Tahoe Ltz,2015,114000,Jeddah,Black,Automatic,140000
Land Rover,Lr 4,2015,46500,Jeddah,White,Automatic,140000
Toyota,Land Cruiser,2015,115545,Dammam,White,Automatic,140000
Gmc,Yukon,2015,173523,Jeddah,White,Automatic,140000
Toyota,Land Cruiser,2015,177000,Riyadh,White,Automatic,140000
Lexus,Gs,2015,46526,Jeddah,White,Automatic,140000
Chevrolet,Tahoe,2015,126192,Jeddah,White,Automatic,140000
Toyota,Land Cruiser,2015,112000,Dammam,White,Automatic,140000
Toyota,Land Cruiser,2015,178082,Riyadh,White,Automatic,140000
Lexus,Ls460,2013,67000,Riyadh,Beige,Automatic,140000
Lexus,Es350,2017,35000,Riyadh,Gold,Automatic,140000
Nissan,Patrol,2019,28000,Riyadh,White,Automatic,140000
Volkswagen,Arteon,2018,27000,Riyadh,Black,Automatic,140000
Volkswagen,Golf R,2016,7000,Jeddah,White,Automatic,140000
Mazda,Cx9,2019,25000,Jeddah,Gray,Automatic,140000
Toyota,Land Cruiser,2014,168388,Jeddah,White,Automatic,140000
Land Rover,Range Rover,2013,49000,Riyadh,Brown,Automatic,140000
Gmc,Yukon Slt,2016,101000,Riyadh,Silver,Automatic,140000
Mini,Cooper Special Edition,2019,19000,Riyadh,Silver,Automatic,140000
Lexus,Gs,2016,57001,Jeddah,White,Automatic,140000
Mini,Cooper S,2020,11900,Riyadh,White,Automatic,139950
Lexus,Gs200,2016,41000,Jeddah,Golden,Automatic,139500
Lexus,Es,2017,37323,Jeddah,Gold,Automatic,139000
Honda,Cr-V,2020,329341,Al Riyadh,Green,Automatic,139000
Gmc,Suburban,2020,342369,Jeddah,Maroon,Automatic,139000
Infiniti,Q70,2019,3500,Riyadh,Grey,Automatic,139000
Infiniti,Q70,2019,2000,Riyadh,Grey,Automatic,139000
Jaguar,E-Pace,2019,13320,Riyadh,Maroon,Automatic,139000
Lexus,Es350,2013,44000,Dammam,Black,Automatic,138000
Dodge,Ram 1500 Hemi,2018,5000,Riyadh,Grey,Automatic,138000
Chevrolet,Tahoe Ltz,2015,140000,Riyadh,White,Automatic,138000
Jaguar,Xjl,2013,7000,Riyadh,White,Automatic,138000
Dodge,Durango Gt,2019,8000,Riyadh,Black,Automatic,138000
Toyota,Land Cruiser,2015,151863,Dammam,Silver,Automatic,138000
Chevrolet,Tahoe,2016,117000,Riyadh,Black,Automatic,138000
Nissan,Patrol,2016,79704,Dammam,White,Automatic,138000
Lexus,Lx570,2012,291000,Jeddah,White,Automatic,138000
Infiniti,Qx80,2016,78000,Jeddah,Grey,Automatic,138000
Toyota,Land Cruiser,2015,200639,Riyadh,White,Automatic,138000
Chevrolet,Tahoe,2016,117940,Riyadh,Black,Automatic,138000
Toyota,Prado Tx-L,2018,12000,Jeddah,White,Automatic,138000
Lexus,Es,2013,47360,Dammam,Black,Automatic,138000
Toyota,Land Cruiser Gxr,2013,143000,Riyadh,White,Automatic,138000
Chevrolet,Tahoe Ls,2017,7000,Riyadh,Brown,Automatic,138000
Gmc,Sierra Sle,2017,44000,Jeddah,Black,Automatic,138000
Gmc,Yukon,2015,165000,Jeddah,Brown,Automatic,138000
Jaguar,Xf,2018,16531,Jeddah,White,Automatic,137550
Toyota,Land Cruiser,2015,123261,Dammam,White,Automatic,137000
Lexus,Es350,2017,70000,Jeddah,Maroon,Automatic,137000
Lexus,Es,2017,74275,Jeddah,Brown,Automatic,137000
Lexus,Es350,2017,50000,Riyadh,White,Automatic,137000
Lexus,Gs,2016,33253,Jeddah,White,Automatic,137000
Lexus,Es350,2017,50000,Dammam,White,Automatic,137000
Land Rover,Range Rover Evoque,2015,75000,Riyadh,Gold,Automatic,137000
Lexus,Rc350,2016,57500,Jeddah,White,Automatic,137000
Land Rover,Evoque,2016,15365,Jeddah,Brown,Automatic,137000
Lexus,Gs200,2016,37000,Jeddah,White,Automatic,137000
Lexus,Es,2016,14882,Jeddah,White,Automatic,137000
Toyota,Land Cruiser,2014,152475,Riyadh,White,Automatic,137000
Toyota,Land Cruiser,2014,135000,Jeddah,White,Automatic,137000
Lexus,Lx,2008,10479,Riyadh,Gold,Automatic,136000
Hyundai,Genesis,2018,52000,Jeddah,Blue,Automatic,136000
Lexus,Lx570,2008,19970,Riyadh,Golden,Automatic,136000
Hyundai,Genesis,2018,56979,Jeddah,Blue,Automatic,136000
Nissan,Patrol,2017,42035,Riyadh,White,Automatic,135000
Lexus,Es250,2016,39000,Riyadh,Silver,Automatic,135000
Toyota,Land Cruiser,2014,110566,Riyadh,White,Automatic,135000
Toyota,Land Cruiser,2016,67156,Dammam,Gold,Automatic,135000
Chevrolet,Tahoe,2018,27581,Al Khobar,Blue,Automatic,135000
Nissan,Patrol,2016,58037,Riyadh,White,Automatic,135000
Lexus,Ls460L,2013,170000,Jeddah,Blue,Automatic,135000
Toyota,Sequoia,2016,27000,Riyadh,White,Automatic,135000
Cadillac,Xt5,2017,39000,Riyadh,White,Automatic,135000
Chevrolet,Tahoe Ls,2017,50000,Jeddah,Silver,Automatic,135000
Lexus,Lx570,2010,160000,Jeddah,White,Automatic,135000
Lexus,Es350,2016,90000,Jeddah,Golden,Automatic,135000
Chevrolet,Tahoe,2018,20898,Jeddah,Dark Brown,Automatic,135000
Nissan,Patrol Platinum,2014,219000,Jeddah,Silver,Automatic,135000
Cadillac,Cts-V Coupe,2013,116016,Jeddah,Black,Automatic,135000
Nissan,Patrol,2014,158602,Riyadh,White,Automatic,135000
Lexus,Rx,2014,48253,Jeddah,Black,Automatic,135000
Lexus,Es350,2018,118000,Jeddah,Gray,Automatic,135000
Lexus,Es,2017,39480,Jeddah,White,Automatic,135000
Nissan,Patrol,2014,155000,Riyadh,White,Automatic,135000
Chevrolet,Tahoe Lt,2018,52000,Sharqiya,White,Automatic,135000
Dodge,Daytona,2017,54222,Jeddah,Red,Automatic,135000
Nissan,Patrol,2015,99830,Dammam,White,Automatic,135000
Toyota,Coaster,2016,232500,Sharqiya,Blue,Manual,135000
Lexus,Lx,2010,160228,Jeddah,White,Automatic,135000
Infiniti,Qx70,2018,3900,Riyadh,Silver,Automatic,135000
Chevrolet,Suburban,2016,43828,Riyadh,Brown,Automatic,135000
Toyota,Corolla,2020,323509,Jeddah,White,Manual,135000
Toyota,Hilux Double Cab,2019,600,Jeddah,Silver,Automatic,135000
Gmc,Yukon,2017,44000,Riyadh,Black,Automatic,135000
Lexus,Ls460,2013,179146,Jeddah,Black,Automatic,135000
Ford,Taurus Titanium,2020,12000,Riyadh,Grey,Automatic,135000
Lexus,Es,2016,97813,Jeddah,Gold,Automatic,135000
Lexus,Ls460,2013,180000,Jeddah,Gold,Automatic,135000
Gmc,Yukon Denali,2015,161000,Riyadh,Silver,Automatic,135000
Toyota,Prado Tx-L,2016,35000,Jeddah,Gold,Automatic,135000
Ford,F 150,2017,42000,Riyadh,Silver,Automatic,135000
Lexus,Es,2015,68617,Dammam,White,Automatic,135000
Nissan,Patrol,2017,41000,Riyadh,White,Automatic,135000
Lexus,Ls460,2013,145000,Jeddah,Silver,Automatic,135000
Chrysler,300C,2017,19960,Riyadh,Grey,Automatic,135000
Chrysler,300,2019,5000,Riyadh,Brown,Automatic,135000
Toyota,Prado Gx,2018,5000,Jeddah,White,Automatic,135000
Toyota,Coaster,2016,232000,Sharqiya,White,Manual,135000
Toyota,Land Cruiser,2014,135932,Dammam,White,Automatic,135000
Jeep,Grand Cherokee Limited,2018,70000,Riyadh,White,Automatic,135000
Lexus,Es350,2018,53000,Jeddah,Grey,Automatic,135000
Toyota,Land Cruiser,2015,176300,Jeddah,White,Automatic,135000
Toyota,Fortuner,2019,276,Riyadh,White,Automatic,135000
Dodge,Charger,2017,50000,Jeddah,Red,Automatic,135000
Infiniti,Qx56,2013,44000,Sharqiya,Blue,Automatic,135000
Cadillac,Xt5,2017,37326,Riyadh,White,Automatic,135000
Toyota,Camry,2020,197726,Jeddah,Gold,Automatic,135000
Lexus,Gx460,2014,135000,Riyadh,White,Automatic,135000
Cadillac,Cts,2018,41000,Riyadh,White,Automatic,135000
Toyota,Fortuner,2019,190,Riyadh,White,Automatic,135000
Lexus,Lx570,2011,98000,Riyadh,Beige,Automatic,135000
Dodge,Charger Daytona,2017,50000,Jeddah,Blue,Automatic,135000
Toyota,Land Cruiser,2014,104000,Riyadh,White,Automatic,135000
Lexus,Es350,2017,31000,Jeddah,White,Automatic,135000
Chevrolet,Tahoe Ltz,2015,114000,Jeddah,White,Automatic,134000
Lexus,Es350,2016,26000,Jeddah,White,Automatic,134000
Mazda,Cx9,2019,8931,Jeddah,Black,Automatic,134000
Lexus,Es,2016,26478,Jeddah,White,Automatic,134000
Toyota,Land Cruiser,2014,160000,Jeddah,White,Automatic,134000
Gmc,Yukon,2016,32223,Jeddah,Brown,Automatic,134000
Chevrolet,Tahoe,2018,49000,Jeddah,Gray,Automatic,133000
Lexus,Is,2016,56222,Jeddah,White,Automatic,133000
Toyota,Sequoia Limited,2015,100000,Jeddah,White,Automatic,133000
Infiniti,Q70,2019,6800,Riyadh,Blue,Automatic,133000
Gmc,Yukon,2017,42000,Riyadh,Dark Blue,Automatic,133000
Gmc,Yukon,2018,53000,Dammam,Grey,Automatic,133000
Chevrolet,Tahoe,2018,60088,Jeddah,Brown,Automatic,133000
Lexus,Is350,2016,57000,Jeddah,White,Automatic,133000
Chevrolet,Tahoe,2018,60000,Jeddah,Brown,Automatic,133000
Chevrolet,Suburban,2016,16280,Riyadh,Black,Automatic,133000
Chevrolet,Tahoe,2018,48082,Jeddah,Grey,Automatic,133000
Volkswagen,Arteon,2019,18,Sharqiya,Grey,Automatic,133000
Gmc,Yukon,2017,47463,Riyadh,Blue,Automatic,133000
Lexus,Gs,2016,47627,Jeddah,Gold,Automatic,132000
Lexus,Gx460,2014,131000,Dammam,White,Automatic,132000
Gmc,Yukon Sle,2017,36000,Riyadh,Silver,Automatic,132000
Nissan,Patrol,2014,160000,Riyadh,White,Automatic,132000
Lexus,Gs,2014,137330,Dammam,White,Automatic,132000
Dodge,Charger,2017,76406,Riyadh,Black,Automatic,132000
Lexus,Gs,2015,109591,Riyadh,Silver,Automatic,132000
Lexus,Nx,2016,89276,Jeddah,White,Automatic,132000
Lexus,Nx200T,2016,80000,Jeddah,Red,Automatic,132000
Lexus,Gs,2016,69354,Jeddah,Black,Automatic,132000
Lexus,Gs350,2016,61000,Jeddah,Black,Automatic,132000
Toyota,Sequoia,2015,61683,Dammam,White,Automatic,132000
Lexus,Gs200,2016,45000,Jeddah,Golden,Automatic,132000
Dodge,Charger,2017,70000,Riyadh,Black,Automatic,132000
